artistid,artistname
/artist/708907,ELISA
/artist/87916669,ELenore
/artist/340519073,EM新锐立体偶像
/artist/232775319,EVO+
/artist/87958462,EXID
/artist/61885914,EXO
/artist/232870960,EXO（欧美）
/artist/104671,Eagles
/artist/239603358,Eagles Tribute Band
/artist/239654204,Earl Reeves Quartet
/artist/232682304,"Earth, Wind & Fire"
/artist/9411,Eartha Kitt
/artist/232789315,East Clubbers
/artist/239630905,Eastern Spirits
/artist/239698766,Easy Karaoke Players
/artist/239632066,Easy Listening Piano
/artist/87980276,Easy Star All-Stars
/artist/87944049,Eclipse
/artist/232612384,Ecstatic Sunshine
/artist/867089,Ed Calle
/artist/1484102,Ed Sheeran
/artist/239890801,Ed Snodderly
/artist/232628053,Ed Thigpen
/artist/232741361,Eddie Bert
/artist/239630786,Eddie Caldwell
/artist/239674153,Eddie Cotton
/artist/449231,Eddie Fisher
/artist/8236,Eddie Henderson
/artist/239704988,Eddie Kamae
/artist/844969,Eddie Kendricks
/artist/88044934,Eddie Lang
/artist/88000202,Eddy Wata
/artist/232869315,Edie Carey
/artist/9399,Edith Piaf
/artist/232655944,Edmond
/artist/239628347,Edmond DeLuca
/artist/87976615,Edo Notarloberti
/artist/239724751,Edoardo Lucchina
/artist/214833,Edwin Starr
/artist/7931,Edú Lobo
/artist/172715,Eels
/artist/340614114,Eer恶儿
/artist/340245708,Efflex
/artist/239676464,Egashira Tsutomu
/artist/546342,Egil Olsen
/artist/87968949,Eguana
/artist/87971133,Eiffel 65
/artist/10083,Eightball & Mjg
/artist/239661878,Eighton
/artist/340587410,El Peneple Boy
/artist/239935681,Ela Laboriel
/artist/2832,Elaine Paige
/artist/240091849,Electric Joy Ride
/artist/2951,Electric Light Orchestra
/artist/232761857,Electric Sandwich
/artist/240091880,Electro-Light
/artist/340218880,Elektronomia
/artist/232665488,Eleonora Cadeddu
/artist/87909381,Elephant Parade
/artist/6312,Eliane Elias
/artist/232796455,Eliete Negreiros
/artist/232871828,Eliot
/artist/8016,Elis Regina
/artist/87959673,Elisa Mutto
/artist/88043375,Elissa
/artist/239749711,Eliza Lacerda
/artist/232866729,Elizabet Conant
/artist/239627911,Elizabeth C. Axford
/artist/87977182,Elizabeth Cotten
/artist/239911535,Elizabeth Hainen
/artist/88000276,Elizabeth Shepherd
/artist/9382,Elizabeth Wallfisch
/artist/9378,Ella Fitzgerald
/artist/232639210,Ella Fitzgerald & Louis Armstrong (已删除)
/artist/232794865,Ella May
/artist/240032091,Ella Parker
/artist/88041997,Ellen Allien
/artist/239649057,Ellen Gardenia
/artist/232666055,Ellen Lebowitz
/artist/1484595,Ellie Goulding
/artist/239590886,EllieMay Kay
/artist/88000289,Elliott Yamin
/artist/88042395,Ellis
/artist/232716204,Elmara
/artist/99194,Elmer Bernstein
/artist/232895462,Elmo
/artist/239555951,Elohim
/artist/9470,Elton John
/artist/101036,Elvin Bishop
/artist/232660861,Elvis
/artist/222580,Elvis Crespo
/artist/222579,Elvis Presley
/artist/340587231,Emcee Originate
/artist/253548,Emeli Sandé
/artist/239825745,Emil Germ
/artist/172744,Emilia
/artist/87908035,Emilia De Poret
/artist/239580775,Emily Arrow
/artist/239594265,Emily Estefan
/artist/232685633,Emily Yanek
/artist/83632,Eminem
/artist/240095910,Emma Cook
/artist/720283,Emmanuel Pahud
/artist/232761765,Emmelie de Forest
/artist/87963445,Emmy The Great
/artist/232861513,Empire
/artist/189927538,Empire Cast
/artist/239597121,Emulate
/artist/239615066,En Avant La Musique
/artist/239625800,Energy Club
/artist/87960133,Engel
/artist/9363,Engelbert Humperdinck
/artist/87960325,England Dan & John Ford Coley
/artist/239773707,English Instrumental Group
/artist/239653484,Enguerrand-Friedrich Lühl-Dolgorukiy
/artist/2834,Enigma
/artist/340507953,EnjiA魏恩佳
/artist/8966,Ennio Morricone
/artist/9350,Enrico Macias
/artist/104611,Enrique Iglesias
/artist/232861893,Ensemble Pian & Forte
/artist/240055496,Ensemble Stuttgart
/artist/396221,Enuff Z'Nuff
/artist/239839712,Enveray
/artist/11721,Enya
/artist/232696094,Eo Simon
/artist/232688748,Eprom
/artist/239785959,Epsilons
/artist/239660260,Equador
/artist/810229,Era
/artist/9339,Erasure
/artist/823997,Eric B. & Rakim
/artist/87995741,Eric Bolvin
/artist/239736737,Eric Bouvelle Et Son Orchestre
/artist/9330,Eric Clapton
/artist/239671298,Eric Ewazen
/artist/239630960,Eric Gilchrist
/artist/239726770,Eric Mobley
/artist/240016710,Eric Robertson
/artist/232835724,Eric Terlizzi
/artist/239625976,Erica Goodman
/artist/240076246,Erica Karin
/artist/51577979,Erik Satie
/artist/232725454,Erik Wøllo
/artist/239608643,Ernest Dion Wilson
/artist/87963989,Ernest Gold
/artist/239571915,Ernest Oh
/artist/232669985,Ernesto Jodos
/artist/239825364,Ernie Lyons
/artist/232675540,Ernie Payne
/artist/707701,Erroll Garner
/artist/239632463,Eskimotion
/artist/8733,Estelle
/artist/232646622,Ester Brohus
/artist/239764361,Estudios Talkback
/artist/232772927,Etc!Etc!
/artist/239558529,Etta Bond
/artist/9311,Etta James
/artist/905170,Etta Jones
/artist/245933,Eugen Cicero
/artist/867918,Eugen Jochum
/artist/239765033,Euro Dj Picks
/artist/88000470,European Jazz Trio
/artist/707689,Eurythmics
/artist/6950,Eva Simons
/artist/239632457,Evan Zappa the Necessity
/artist/232683051,Evans
/artist/340295657,Evan浩
/artist/239661609,Eve.B
/artist/221501632,Evelyn Thomas
/artist/239991176,Evelyn and Evelyn Neville
/artist/239961683,Evening Lights
/artist/239767173,Eventual Groove
/artist/88000517,Every Avenue
/artist/88030749,Every Single Day
/artist/87986719,Everybody Loves Irene
/artist/2836,Everything But The Girl
/artist/219392,Evidence
/artist/1484217,Example
/artist/88030888,Explosions In The sky
/artist/174817,Extreme
/artist/239639713,Extreme Dance Hits
/artist/232760612,Exxasens
/artist/2153,E欣欣
/artist/211548090,eDIT
/artist/239903308,exwhy
/artist/239907481,二珂
/artist/210119004,二龙湖浩哥
/artist/340610080,俄尖索郎
/artist/7069,儿歌
/artist/87913206,儿童歌曲
/artist/340128907,尔冬明
/artist/340194330,尔玛娜依
/artist/209945717,尔萨
/artist/211278045,贰佰
/artist/340299325,金典丝竹乐团
/artist/74793,额尔古纳乐队
/artist/340360901,4Futures
/artist/123532298,5 Seconds Of Summer
/artist/239647429,F. C. Band
/artist/87903720,F.I.R.
/artist/232634129,FM
/artist/239587182,Fabio Montomoli
/artist/87967926,Fabrizio Paterlini
/artist/240089781,Faheem Rasheed Najm
/artist/708912,Fairuz
/artist/87996800,Fairytale
/artist/174819,Fall Out Boy
/artist/87962438,Fallulah
/artist/340616281,False Witness
/artist/240056388,Fam De Funk
/artist/239778426,Famous Melodies Group
/artist/1938101,Far East Movement
/artist/232770287,Far Too Loud
/artist/232796111,Fareoh
/artist/97593,Fargo
/artist/88000604,Farrah
/artist/4903,Fat Joe
/artist/55623,Fatboy Slim
/artist/708539,Fats Domino
/artist/824112,Fats Waller
/artist/87976034,Fearless
/artist/239594906,February Four
/artist/239622375,Feel The Bass
/artist/240088095,Felice & Boudleaux Bryant
/artist/232646033,Felicia Sanders
/artist/239647130,Felix Gutierrez
/artist/340580179,Felix Manzi
/artist/232613034,Felix Mendelssohn
/artist/232675485,Fenja
/artist/239605649,Ferdinand Lang
/artist/232653202,Fernando
/artist/239622151,Festive Fever
/artist/239634898,Fhin
/artist/232945827,Fickle Friends
/artist/107153915,Fifi Rong
/artist/239740889,Filarmónica Y Coro De Praga
/artist/87996934,Fingazz
/artist/232793905,Finghin Collins
/artist/87961617,Fiona Joy Hawkins
/artist/1486950,Fionn Regan
/artist/239594939,First Past the Post
/artist/232908838,Fizzy Deejay
/artist/88000662,Fleet Foxes
/artist/709321,Fleetwood Mac
/artist/93789,Flo Rida
/artist/239590096,Floating In Space
/artist/60435687,Florence Welch
/artist/87960806,Flux Pavilion
/artist/87907232,Fly Project
/artist/239564198,Flyboy
/artist/239617842,Flyerz
/artist/239912547,Folk song of Russian
/artist/232731737,Fontanelle
/artist/239645294,Foozlebots
/artist/232731551,Force of Nature
/artist/254109,Foreigner
/artist/218860,Foteini Darra
/artist/232689543,Fou Ts'ong
/artist/31216216,Foxes
/artist/87954278,Foy
/artist/87976437,France Ellul
/artist/245817,Francine Jordi
/artist/8645,Francis Lai
/artist/7629,Francisco Canaro
/artist/232669500,Francisco Lomuto
/artist/239586959,Francisco Sicilia
/artist/707753,Francoise Hardy
/artist/894810,Frandé法兰黛乐团
/artist/239707670,Frank Chacksfield Orchestra
/artist/239589861,Frank D'Angelo
/artist/218558,Frank Sinatra
/artist/87972723,Frankie Avalon
/artist/239805903,Frankie Avalon's
/artist/823366,Frankie Laine
/artist/218158,Frankie Valli
/artist/87969790,Franz Schubert
/artist/10075,Fred Astaire
/artist/232690670,Fred Falke
/artist/74165,Freddie Aguilar
/artist/239652382,Frederick Hollster
/artist/217981,Free
/artist/87972967,Freedom Call
/artist/87923680,Freedom Dub
/artist/239590975,French Cookin'
/artist/2483577,French Montana
/artist/232884455,Fresh8
/artist/49276753,Freshlyground
/artist/88000938,Fridrik Karlsson
/artist/88001156,Fritz Kreisler
/artist/102081,Frontliner
/artist/87977566,Fukkk Offf
/artist/215487,Full Force
/artist/26763,Fun Boy Three
/artist/232650031,Fun4乐团
/artist/239635945,Funbeat
/artist/232700002,Funk
/artist/87960700,Funkerman
/artist/340509213,FunkyMo
/artist/1423,Fusion
/artist/232699024,Future Hitmakers
/artist/232681330,Future Loop Foundation
/artist/48961,Futureshock
/artist/232827347,Fuzzi Prime
/artist/2077979,f(x)
/artist/340559720,far infinity
/artist/239578456,forever project
/artist/87985150,frank churchill
/artist/239874856,fuu
/artist/2392927,付余楠楠
/artist/1492971,付娜
/artist/340508546,付子轩
/artist/217128056,付祥龙
/artist/10490,付笛声
/artist/1396486,付豪
/artist/2509,付辛博
/artist/340266738,付钰凡
/artist/239563356,佛教梵音乐团
/artist/340076923,傅玺诺
/artist/2233633,傅薇
/artist/1305,傅颖
/artist/209854342,冯光
/artist/210133620,冯光华
/artist/239564943,冯天乐
/artist/239554830,冯寅夕君
/artist/232954914,冯建宇
/artist/240086589,冯提莫
/artist/68705,冯敏
/artist/239561991,冯文甜
/artist/1291,冯晓泉
/artist/340519195,冯甜甜
/artist/239572851,冯翔
/artist/340506781,凡思追梦合唱团
/artist/87972089,凤凰哥
/artist/4634972,弗雷德乐队
/artist/340453373,房东的猫
/artist/209940162,方冉
/artist/8252478,方圆
/artist/8553,方大同
/artist/239562408,方妍
/artist/340508321,方宇杰
/artist/1619865,方小菲
/artist/239563529,方毅
/artist/2601,方泂镔
/artist/2096300,方玥
/artist/232955158,方琦
/artist/8538,方琼
/artist/232632272,方磊
/artist/239566106,方糖泡泡乐队
/artist/209844039,方贵明
/artist/239547314,方阳
/artist/340194120,枫叶
/artist/232917500,枫子
/artist/9979096,枫桥
/artist/239563384,梵呗禅韵
/artist/1611,樊凡
/artist/197256,樊少华
/artist/232942779,樊玲
/artist/239563379,樊璟
/artist/88031581,福山雅治
/artist/209709235,窪田ミナ
/artist/239565762,符禹迅
/artist/5837,符致逸
/artist/340506550,粉红噪音催眠曲
/artist/170074585,范三妹
/artist/522417,范圣琦
/artist/41623621,范宏伟
/artist/203788852,范小倩
/artist/7551,范广慧
/artist/209986769,范忆堂
/artist/232940192,范拥军
/artist/1184,范晓萱
/artist/105531923,范玉刚
/artist/1119,范玮琪
/artist/239571574,菲儿
/artist/340194224,詹雯婷
/artist/340516450,费启鸣
/artist/239560970,费娜百灵鸟
/artist/1144,费翔
/artist/102878022,防弹少年团
/artist/239562574,陆廷荃
/artist/211118687,非凡组合
/artist/24186582,风小筝
/artist/28836531,风林火山
/artist/10546,风火海
/artist/209848698,风语
/artist/209841801,风雷
/artist/340612495,飛去來（Future Orients）
/artist/2478754,飞弦
/artist/211148490,飞石号
/artist/17348198,飞翔
/artist/340519646,饭思思
/artist/7898,G.E.M.邓紫棋
/artist/239924431,G.Gambus
/artist/240102777,GAI
/artist/239576885,GIDO
/artist/340307494,GINGA
/artist/340504542,GLOCK黄九龙
/artist/340000130,GNZ48
/artist/340512869,GUAN
/artist/232808396,Gabriel Valim
/artist/87973568,Ganga
/artist/232798455,Gary Malkin
/artist/239858773,Gasparo da Salò Orchestra
/artist/239633874,Gay Friends
/artist/239546878,Geert Chatrou
/artist/275712,Gene Ammons
/artist/9553,Gene Autry
/artist/357454,Gene Kelly
/artist/34110,Gene Vincent
/artist/87983224,Georg Gabler
/artist/87905591,George Davidson
/artist/87997027,George Frideric Handel
/artist/91242,George Michael
/artist/239605915,George Nascimento
/artist/3952,George Shearing
/artist/214897,George Winston
/artist/822464,Georges Prêtre
/artist/240077763,Gerardo Manuel & El Humo
/artist/709798,Gerry Mulligan
/artist/87966369,Ghosts
/artist/95455,Giannis Vardis
/artist/239632080,Ginger Tunes
/artist/239708852,Giona Guidi
/artist/340506273,Giovanni Ruggieri
/artist/10228,Gipsy Kings
/artist/88001297,Girls
/artist/340582549,Girls' Generation
/artist/340587230,Giulio Stermieri
/artist/3958,Glen Campbell
/artist/87964464,Glendon Smith
/artist/232677719,Glenn H. Strauss
/artist/87972958,Glenn Medeiros
/artist/232693866,Glenn Miller Orchestra
/artist/87970905,Global Deejays
/artist/9823,Gloria Gaynor
/artist/239647633,Glória - Dublin's Lesbian & Gay Choir
/artist/232672716,Goloka
/artist/232868638,Gon Ohtsuji
/artist/87973254,Gontiti
/artist/89268,Gordon Jenkins
/artist/11115,Gordon Mote
/artist/340579507,Goro
/artist/8737,Govi
/artist/239988374,Graham Philip D'Ancey
/artist/240066295,Grammy Awards Nominees
/artist/10389,Grant Green
/artist/11722,Green Day
/artist/87966337,Green Pitch
/artist/88001400,Greta
/artist/213602,Gretchen Wilson
/artist/239556693,Gretta Ziller
/artist/232743070,Groove 'O' Holics
/artist/1612,Groove Coverage
/artist/240068003,Growl
/artist/239703815,Gryphon Trio
/artist/239774456,Guitar Brothers
/artist/239605846,Guitar Instrumentals
/artist/239932098,Guitarren von Weihnachten
/artist/842912,Guns N' Roses
/artist/88001431,Gustavo Santaolalla
/artist/232833248,Gwon Sun Hwon
/artist/29062132,goldEN
/artist/4032,光头李进
/artist/92450324,光岡昌美
/artist/88011398,光永亮太
/artist/239571978,光泽
/artist/201064,关德辉
/artist/87972970,关承斌
/artist/224432879,关晓彤
/artist/1838065,冈林
/artist/340283095,刚梁
/artist/1900,刚泽斌
/artist/1473,功夫派
/artist/239555318,古典情人
/artist/87975715,古内東子
/artist/2058,古天乐
/artist/1105,古巨基
/artist/340516821,古筝-筝儿
/artist/340248945,各族少年儿童
/artist/340224914,国哥
/artist/87965230,国巍
/artist/232950706,尕尔迪
/artist/88013476,工藤静香
/artist/210113936,干毛毛
/artist/92455488,干露露
/artist/1433,广智
/artist/340612433,故事与她
/artist/2537,果味VC
/artist/239807024,果敢
/artist/239806895,果敢三重奏
/artist/2015108,根呷
/artist/1619467,格杨
/artist/84323,格格
/artist/239558201,格格君
/artist/211117919,格桑嘉措
/artist/211114421,格桑杰
/artist/239567572,歌声飞扬
/artist/1181817,歌浴森
/artist/88030710,狗毛
/artist/239572805,瓜尔佳鑫
/artist/232703254,甘苹
/artist/2533,甘萍
/artist/239627219,管葆
/artist/26964898,耿为华
/artist/232931155,葛云文
/artist/15417100,葛仲珊
/artist/88045358,葛笑
/artist/104013075,葛维永
/artist/209992821,观聪
/artist/1660,谷村新司
/artist/239739547,辜晶君
/artist/340616465,郭书瑶(Yao)
/artist/239557132,郭俊辰
/artist/2742,郭兰英
/artist/239558431,郭华
/artist/340614633,郭垚瑶
/artist/87971623,郭大麦
/artist/1232,郭子
/artist/109381306,郭子若
/artist/239564999,郭宴
/artist/5477,郭家铭
/artist/88036270,郭小俊
/artist/239566569,郭小萍
/artist/887343,郭少杰
/artist/1550,郭峰
/artist/88034141,郭德纲
/artist/211115614,郭心雨
/artist/340297890,郭思达
/artist/1538466,郭慧敏
/artist/5930,郭津彤
/artist/239558646,郭涛（女）
/artist/525018,郭玲
/artist/87972306,郭盈莹
/artist/5940,郭美美
/artist/340289907,郭聪明
/artist/2013,郭英男
/artist/2031,郭蓉
/artist/10562,郭采洁
/artist/1401,郭静
/artist/340498110,钢心（Steely Heart）
/artist/1111696,顾凯
/artist/211280886,顾小曼
/artist/1645,顾峰
/artist/88036492,顾晓伟
/artist/1480,顾莉雅
/artist/340522759,顾长生
/artist/210117824,顾龙
/artist/239562802,高一锋
/artist/340010639,高丽霞
/artist/13037742,高信
/artist/87972359,高兴
/artist/1940,高原
/artist/232953877,高原天籁
/artist/340232402,高参
/artist/87971296,高夫
/artist/209841874,高少华
/artist/211131670,高山
/artist/232952595,高岗
/artist/1073032,高峰
/artist/1354,高慧君
/artist/88036325,高敏
/artist/3291214,高斌
/artist/2555,高旗
/artist/340604708,高明明
/artist/209820426,高晓攀
/artist/2043,高晓松
/artist/1632270,高晶
/artist/340614526,高权
/artist/1362,高林生
/artist/1216,高枫
/artist/340549674,高梦瑶
/artist/340526214,高梦谣
/artist/90656536,高梨康治
/artist/211758468,高海礁
/artist/340587445,高瀚宇
/artist/210119553,高玉倩
/artist/60435439,高畅
/artist/232914057,高纲弘
/artist/239547382,高翊菲
/artist/83573,高胜美
/artist/239562737,高荧
/artist/209838860,高見優
/artist/340519196,高铭
/artist/92459017,龚爽
/artist/1634,龚玥
/artist/92455211,龚玥菲
/artist/716907,龚铭
/artist/526241,HAYA乐团
/artist/87959269,HAZZY
/artist/239675605,HIROKUNI TANAKA
/artist/88001640,HITA
/artist/340604305,HUZUN 日忽忽
/artist/239940845,Haan808
/artist/232866933,Hanibal
/artist/6335,Hank Mobley
/artist/708535,Hank Williams
/artist/87988553,Hanna Turi
/artist/2949,Hans Zimmer
/artist/88001514,Hari
/artist/239579469,Harry (해리)
/artist/239954345,Haux
/artist/904468,Haven
/artist/87913545,Heath
/artist/88026849,Heidi Happy
/artist/87975349,Helios
/artist/88001569,Hello Saferide
/artist/62906790,Henry
/artist/239635030,Henry Walter
/artist/239603866,Herz Analog
/artist/340450525,Hickey喜祺
/artist/413873,Hot Chelle Rae
/artist/10650,Hot Chocolate
/artist/239633009,Hugh Prestwood
/artist/176780,Hurts
/artist/1734871,Husky Rescue
/artist/340453287,Sunnee
/artist/211244884,何乾梁
/artist/1373794,何军
/artist/1303,何勇
/artist/340609665,何向东
/artist/340284514,何威霖
/artist/1685,何建清
/artist/88010715,何慧儿
/artist/9613,何晟铭
/artist/340266673,何楷成
/artist/1028,何洁
/artist/92459247,何流
/artist/239579748,何秋贤
/artist/10570,何超仪
/artist/1218,何静
/artist/340377492,何音
/artist/245859,何龙雨
/artist/340502633,侯吉祥
/artist/1459,侯强
/artist/56315,侯旭
/artist/209711628,华夏民族乐团
/artist/88045333,华峰
/artist/340305850,华晗煜
/artist/92456597,华晨宇
/artist/87912696,华语群星
/artist/7749,合唱
/artist/1273,后弦
/artist/1268,后舍男生
/artist/6766,呼斯楞
/artist/78472879,和汇慧
/artist/94490643,哈布尔
/artist/211121702,哈斯托娅
/artist/2578,哈辉
/artist/239563292,嘿羽
/artist/239562666,回龙观童声合唱团
/artist/340196590,坏蛋调频
/artist/340000458,寒洛
/artist/340229560,幻境工场童声合唱团
/artist/203551368,弘诺方舟
/artist/239560518,惠永平
/artist/199479439,昊麟
/artist/209820856,昏鸦乐团
/artist/340252264,杭州爱乐乐团
/artist/71746825,杭盖乐队
/artist/217073941,杭红梅
/artist/1372,杭航
/artist/72963348,核聚变G
/artist/340444011,段奥娟
/artist/42769119,河图
/artist/340509486,洪如
/artist/239974564,洪挺
/artist/72373382,洪禄云
/artist/720760,洪辰
/artist/239559445,洪金宝
/artist/239554825,浩天
/artist/88030298,海洋
/artist/340014009,海潮哥
/artist/239561581,海澜
/artist/2923,海生
/artist/389306,海镔
/artist/96679836,海阔
/artist/4035,环环
/artist/626734,画天
/artist/1188062,红笛
/artist/88035703,红色部队
/artist/90656489,红蔷薇
/artist/475454,红霞
/artist/211134275,胡东清
/artist/7234321,胡丹丹
/artist/340285980,胡俊杰
/artist/9792,胡兵
/artist/232938453,胡利基
/artist/1731,胡力
/artist/10622,胡夏
/artist/210022811,胡大亮
/artist/207396022,胡建烽
/artist/1368,胡德夫
/artist/62485574,胡扬琳
/artist/340290225,胡旭晨
/artist/92455107,胡月亮
/artist/1827,胡歌
/artist/232938529,胡派
/artist/340284511,胡浩天
/artist/10554,胡清蓝
/artist/1027,胡灵
/artist/109381005,胡莎莎
/artist/65811472,胡阳
/artist/87916218,花たん
/artist/1048,花儿乐队
/artist/14758261,花粥
/artist/340048867,荒木球菜
/artist/232953427,荷之声
/artist/340289519,荷包蛋组合
/artist/232953040,衡荆一
/artist/1301,衡越
/artist/149216,豪图
/artist/210115617,贺东
/artist/10007935,贺宣
/artist/7504,过江龙
/artist/10473,郝云
/artist/2406,郝劭文
/artist/11275930,霍勇
/artist/14626917,霍尊
/artist/200428,霍建华
/artist/340454971,韩丹
/artist/340587262,韩亚俊
/artist/340240648,韩信强
/artist/232955578,韩冰
/artist/95381239,韩婷
/artist/83575,韩寒
/artist/1322,韩庚
/artist/2013750,韩旭
/artist/1747,韩晓
/artist/239555060,韩沐伯
/artist/340466928,韩潮
/artist/1302,韩磊
/artist/239561406,韩菁英
/artist/340455329,韩馥优
/artist/2009,骅梓
/artist/1426,黄乙玲
/artist/18512756,黄伟麟
/artist/83791,黄凯芹
/artist/232949521,黄勇
/artist/1959,黄嘉千
/artist/1411,黄国伦
/artist/2032,黄大城
/artist/1351,黄大炜
/artist/1554,黄威尔
/artist/213813859,黄子韬
/artist/210021708,黄尊
/artist/1340,黄小琥
/artist/1113,黄征
/artist/209989349,黄斌武
/artist/232727137,黄旭
/artist/209992244,黄昌平
/artist/340283982,黄星侨
/artist/1096,黄晓明
/artist/1546,黄格选
/artist/2370,黄沾（已删除）
/artist/232703207,黄浩然
/artist/56821,黄灿
/artist/2449029,黄玉芹
/artist/56877,黄琦雯
/artist/88044708,黄睿铭
/artist/211297961,黄礼格
/artist/340073110,黄秋颖
/artist/10687666,黄绮珊
/artist/1502,黄舒骏
/artist/23450864,黄芳
/artist/239570292,黄若熙
/artist/1585,黄英
/artist/232656193,黄荻钧
/artist/209817763,黄裕翔
/artist/340287772,黄钰棕
/artist/1217,黄阅
/artist/1057,黄雅莉
/artist/10567,黄霑
/artist/1242,黄韵玲
/artist/2387,黄鸿升
/artist/1545,黄鹤翔
/artist/10561,黄龄
/artist/1342,黑龙
/artist/87971732,I Am Robot and Proud
/artist/232765887,I Am Sonic Rain
/artist/87961721,I Got You On Tape
/artist/239592952,I Love This Sofa
/artist/232835657,I Monelli
/artist/232634533,I Musici
/artist/232636458,I Octane
/artist/232948896,I Prevail
/artist/250795,I Solisti Veneti
/artist/87968864,I Spell it Nature
/artist/239621174,I'm Sexy and I Know It
/artist/239621142,I'm at a Payphone
/artist/239621388,I've Got the Moves Like Jagger
/artist/239614799,"I, a Man"
/artist/340518530,I.L.Y.A.
/artist/239973256,I.M.
/artist/232774062,I.Y.F.F.E
/artist/232947408,IAMEVE
/artist/56277,IBU
/artist/40951629,ICE
/artist/340525526,IDOL BABY
/artist/340537532,IDOL GIRLS 爱朵女孩
/artist/239632231,IFH
/artist/88001770,IKA
/artist/239558946,ILLENIUM
/artist/232918918,INF1N1TE
/artist/44486781,INFINITE
/artist/10364,INXS
/artist/90644,ISA
/artist/55625,IU
/artist/340505763,IVOURIES
/artist/232885543,IZ乐队
/artist/10390,Iain Archer
/artist/239934042,Iamme Candlewick
/artist/4912,Ian & Sylvia
/artist/10374,Ian Bostridge
/artist/232634584,Ian Campbell
/artist/87979236,Ian Dury
/artist/87969936,Ian Lloyd
/artist/232783025,Ian O'Donovan
/artist/232669265,Ian Paice
/artist/239693508,Ian Paul Cheneour
/artist/239605980,Ian Ward
/artist/239698556,Ian Watt
/artist/239589895,Ian William Craig
/artist/232941343,Iba Mahr
/artist/232793635,Ibenji
/artist/239597616,Ibiza BassHeads
/artist/232699091,Ibiza Dance Party
/artist/240021832,Ibiza Lounge Djs
/artist/232865647,Ibrahim Bala
/artist/88001751,Ibrahim Ferrer
/artist/232642189,Ice Cold
/artist/4774,Ice Cube
/artist/232683421,Icicle
/artist/31471910,Icona Pop
/artist/239608671,Icons Of American Pop Music
/artist/239621258,Icons of Alternative
/artist/232777097,Ideas
/artist/239633595,Ideascapes
/artist/218063,Idina Menzel
/artist/87917559,Idir
/artist/239551220,Idol School
/artist/459158,Idrees Sulieman
/artist/232791107,Ifang Bondi
/artist/239804570,Iffar
/artist/67480222,Iggy Azalea
/artist/2157,Iggy Pop
/artist/232929206,Iglesias
/artist/103079,Ignacy Jan Paderewski
/artist/87903912,Igor Markevitch
/artist/239909634,Igor Salify
/artist/719086,Ike & Tina Turner
/artist/232773490,Ikebana
/artist/31286859,Iko
/artist/87930085,Ikon
/artist/87981085,Ikonika
/artist/239856984,Ikuta Ryu
/artist/232772215,Ill.Gates
/artist/27192803,Illusion
/artist/232681377,Ilona Knopfler
/artist/239630647,Image Sounds
/artist/31291366,Imagine Dragons
/artist/239643533,Imitator Tots
/artist/87951365,Immanu El
/artist/87921279,Immediate Music
/artist/239763028,Imminence
/artist/87980855,Imperia
/artist/232937956,Imperium
/artist/232801871,Implant
/artist/602577,ImáN
/artist/232773932,In Flagranti
/artist/232861591,Inaki Sandoval
/artist/232803130,Incident
/artist/6340,Incognito
/artist/232706675,Incredible Bongo Band
/artist/16430663,India
/artist/208440,India.Arie
/artist/239660504,Indiana Nomma
/artist/87964087,Indians
/artist/239629340,Indie Rockers
/artist/87981133,Indietro
/artist/8578,Indigo
/artist/240061359,Indy
/artist/87980950,Inefficient Screws
/artist/87995719,Inertia
/artist/239765082,Infinite Hit Band
/artist/63500,Infinity
/artist/232861976,Inflicted
/artist/847131,Information Society
/artist/240038574,Inglorious
/artist/232708977,Ingo Herrmann
/artist/87962408,Ingrid Haebler
/artist/239634415,Ingvi Thor Kormaksson
/artist/232708335,Inisheer
/artist/88045165,Inishkea
/artist/215417,Inner Circle
/artist/87984011,Innes Sibun
/artist/844974,Insane Clown Posse
/artist/87966445,Inspectah Deck
/artist/5744,Inspiral Carpets
/artist/239797228,InstaHit Crew
/artist/1231780,Instrumental
/artist/239626001,Instrumental Mafia
/artist/239781888,Instrumental Music Group
/artist/239775693,Instrumental Music Players
/artist/239632067,Instrumental Piano Music
/artist/239774500,Instrumental Pop Players
/artist/239567207,Intelligency
/artist/239602696,International Christmas Recording Players
/artist/239857896,International Freedom
/artist/239566323,Inukshuk
/artist/87993064,Invasion
/artist/232871123,Invisible Sun
/artist/239689426,Inward Oceans
/artist/239956676,Inés Estévez
/artist/7587,Iona Brown
/artist/211624652,Ipis
/artist/239587149,Iren Gotye
/artist/87901806,Iren Marik
/artist/239666985,Irena Urbańska
/artist/88001830,Irene Cara
/artist/7277,Irene Kral
/artist/88001837,Iridio
/artist/87972242,Irina Mikhailova
/artist/239760397,Iris Litchfield
/artist/340561335,Irlanda De Duero
/artist/232694201,Irma Vila
/artist/843004,Iron Butterfly
/artist/93325,Iron Cross
/artist/87987950,Iron Man
/artist/240065352,Irusta
/artist/232894950,Isaac Albéniz
/artist/103736713,Isaac Delusion
/artist/55576,Isaac Hayes
/artist/87999736,Isabelle Allen
/artist/239624489,Isabelle Aubret
/artist/87982198,Isabelle Boulay
/artist/239690607,Isabelle van Keulen Ensemble
/artist/232649504,Isartaler Hexen
/artist/232863717,Ising
/artist/87974733,Islander
/artist/232864215,Islands In The Sun
/artist/232652076,Ismael
/artist/232640778,Isokynä Lindholm & Orfeus
/artist/239593849,Israel Gorman's Band
